aahe: aahed
gogm: gogmagog
gohi: gohila
goia: goiabada
oiab: goiabada
oyaz: goyazite
goye: goyetian
oyim: goyim
goys: goys
oitc: goitcho
goku: gokuraku
ndaa: golandaas
daas: golandaas
ldcu: goldcup
dcup: goldcup
denk: goldenknop
ldsi: goldsinny
ldth: goldthread
golk: golkakra
lkak: golkakra
kakr: golkakra
omav: gomavel
goml: gomlah
omuk: gomukhi
gonc: goncalo
nyau: gonyaulax
ulax: gonyaulax
nyde: gonydeal
nifs: gonifs
nyoc: gonyocele
podp: gonopodpodia
dhap: goodhap
dhum: goodhumoredness
odna: goodnaturedness
odni: goodnight
dtem: goodtemperedness
gooe: gooey
gooz: goozle
rdya: gordyaean
dyae: gordyaean
yaea: gordyaean
gorf: gorfly
sedd: gorsedd
oshd: goshdarn
gosm: gosmore
sipd: gossipdom
ipdo: gossipdom
ypiu: gossypium
ottf: gottfried
ttfr: gottfried
tfri: gottfried
ujay: goujay
urdh: gourdhead
ounu: gourounut
govt: govt
wdni: gowdnie
wdno: gowdnook
wfer: gowfer
gowi: gowiddie
owid: gowiddie
goze: gozell
gozi: gozill
gpad: gpad
gpcd: gpcd
gpss: gpss
aafi: graafian
rafs: grafship
aftd: graftdom
yhai: grayhair
ysby: graysby
ysbi: graysbies
grak: grakle
dbab: grandbaby
deei: grandeeism
dtot: grandtotal
nnyk: grannyknot
nykn: grannyknot
pefl: grapeflower
sfla: grassflat
ssnu: grassnut
assq: grassquit
ssqu: grassquit
auwa: grauwacke
uwac: grauwacke
graw: grawls
recq: grecque
ekdo: greekdom
ekiz: greekize
ffot: greffotome
eyia: greyiaceae
yiac: greyiaceae
reyp: greypate
eysk: greyskin
eywe: greywether
grek: greking
ewia: grewia
grex: grex
idlo: gridlock
ieko: grieko
ffau: griffaun
finh: griffinhood
hyas: grihyasutra
yasu: grihyasutra
rimg: grimgribber
imgr: grimgribber
mgri: grimgribber
grys: grysbok
rysb: grysbok
ysbo: grysbok
risg: grisgris
sgri: grisgris
rivn: grivna
ivna: grivna
zlym: grizzlyman
dael: groenendael
dwet: grondwet
oovy: groovy
roow: groow
orud: grorudite
oszy: groszy
towo: grottowork
rotz: grotzen
dnee: groundneedle
ndnu: groundnut
oupt: groupthink
oupw: groupwise
gupn: growingupness
wthf: growthful
wthy: growthy
wthi: growthiness
wthl: growthless
rubh: grubhood
gruc: grucche
geki: grudgekin
ruys: gruys
grul: grulla
runz: grunzie
gtea: gteau
dagn: guadagnini
ahiv: guahivo
ayaq: guayaqui
uayr: guayroto
guak: guaka
naye: guanayes
naju: guanajuatite
juat: guanajuatite
guaq: guaque
pucu: guarapucu
tuso: guatuso
guau: guauaenok
uaua: guauaenok
auae: guauaenok
uaen: guauaenok
vabe: guavaberry
guax: guaxima
uaxi: guaxima
uazz: guazzo
rniy: guberniya
udew: gudewife
gudr: gudrun
guej: guejarite
uelf: guelf
gufa: gufa
faws: guffaws
gufo: gufought
guga: gugal
uhay: guhayna
guyd: guydom
uydo: guydom
idsi: guidsire
uige: guige
guyi: guying
guij: guijo
uijo: guijo
uilf: guilfat
guyl: guyline
iltf: guiltful
guys: guys
itgu: guitguit
guyt: guytrash
uytr: guytrash
guyw: guywire
uywi: guywire
guje: gujerat
gujr: gujrati
ujra: gujrati
jrat: gujrati
ulfy: gulfy
ulfl: gulflike
lfsi: gulfside
gulg: gulgul
gulm: gulmohar
gulr: gulravage
gumc: gumchewer
gumh: gumhar
umih: gumihan
gunh: gunhouse
nyeh: gunyeh
nwha: gunwhale
gupt: guptavidya
rjar: gurjara
urju: gurjun
gurm: gurmukhi
rmuk: gurmukhi
gusa: gusain
gutb: gutbucket
tnic: gutnic
tnis: gutnish
guzm: guzmania
uzma: guzmania
guzu: guzul
weeo: gweeon
eeon: gweeon
werz: gwerziou
ziou: gwerziou
wyni: gwyniad
haab: haab
aafs: haafs
haak: haak
bakk: habakkuk
kkuk: habakkuk
bnab: habnab
habs: habsburg
absb: habsburg
bsbu: habsburg
ccuc: haccucal
ceks: haceks
kmal: hackmall
hacq: hacqueton
hadh: hadhramautian
adhr: hadhramautian
djem: hadjemi
djes: hadjes
djis: hadjis
adnt: hadnt
aems: haems
hafg: hafgan
afga: hafgan
hafl: haflin
fnia: hafnia
afny: hafnyl
fnyl: hafnyl
gbor: hagborn
gden: hagden
ggei: haggeis
gtap: hagtaper
hniu: hahnium
aydn: haydn
hayg: haygrower
aikw: haikwan
ikwa: haikwan
rdod: hairdodos
iryc: hairychested
airu: hairup
hayz: hayz
ajib: hajib
ajje: hajjes
jjes: hajjes
jjis: hajjis
akaf: hakafoth
kafo: hakafoth
afot: hakafoth
euzl: hakenkreuzler
lfbl: halfblood
fblo: halfblood
alfy: halfy
fmoo: halfmoon
lftr: halftrack
fway: halfway
fwit: halfwit
iaee: haliaeetus
ifax: halifax
llci: hallcist
wday: hallowday
alsf: halsfang
lsfa: halsfang
sfan: halsfang
lukk: halukkah
hamd: hamdmaid
amdm: hamdmaid
mdma: hamdmaid
etug: hametugs
mfar: hamfare
hamh: hamhung
amhu: hamhung
mhun: hamhung
ingj: hamingja
mmam: hammam
motz: hamotzi
mron: hamrongite
mzas: hamzas
dbol: handbolt
dbow: handbow
dybl: handyblow
ndyc: handycuff
dycu: handycuff
ycuf: handycuff
yfig: handyfight
dyfr: handyframe
yfra: handyframe
ndiw: handiwork
diwo: handiwork
dsbr: handsbreadth
dsfu: handsful
dwov: handwoven
efiy: hanefiyeh
gups: hangups
ifiy: hanifiya
fiya: hanifiya
nayi: hannayite
somc: hansomcab
mcab: hansomcab
haom: haoma
paxa: hapaxanthous
hapc: hapchance
apch: hapchance
apsb: hapsburg
psbu: hapsburg
borf: harborful
borm: harbormaster
dbak: hardbake
dboi: hardboiled
dcop: hardcopy
rdfe: hardfern
rdys: hardystonite
rdsc: hardscrabble
ssry: harnessry
rnpa: harnpan
rpax: harpaxophobia
paxo: harpaxophobia
rpyi: harpyia
pyia: harpyia
rpyl: harpylike
aytu: harpwaytuning
owtr: harrowtry
rtti: harttite
veia: harveian
tbug: harvestbug
estt: harvesttime
arzb: harzburgite
askn: haskness
tifn: hastifness
ifne: hastifness
ilud: hastilude
gsit: hastingsite
hetb: hatchetback
chga: hatchgate
tikv: hatikvah
ufli: hauflin
uyne: hauyne
uyni: hauynite
uyno: hauynophyre
aulb: haulback
ausm: hausmannite
veag: haveage
havl: havlagah
avla: havlagah
vlag: havlagah
vocs: havocs
aiit: hawaiite
wcua: hawcuaite
wcub: hawcubite
wkli: hawklike
wknu: hawknut
ksbe: hawksbeak
wkwi: hawkwise
wseh: hawsehole
wsem: hawseman
zelh: hazelhen
hazl: hazle
azna: haznadar
znad: haznadar
hdbk: hdbk
hdkf: hdkf
hdlc: hdlc
hdqr: hdqrs
dqrs: hdqrs
hdwe: hdwe
eadk: headkerchief
adke: headkerchief
dshr: headshrinker
adsk: headskin
adsq: headsquare
dsqu: headsquare
adti: headtire
dtir: headtire
lthg: healthguard
thgu: healthguard
hgua: healthguard
eapy: heapy
rtde: heartdeep
tdee: heartdeep
rtik: heartikin
rtnu: heartnut
rtpe: heartpea
artq: heartquake
rtqu: heartquake
twou: heartwounding
hbrd: heathbrd
thfo: heathfowl
hfow: heathfowl
thrm: heathrman
avyb: heavyback
vyba: heavyback
sogm: heavinsogme
vyse: heavyset
heaz: heazy
mcad: hebdomcad
begy: hebegynous
egyn: hebegynous
ebeo: hebeosteotomy
beos: hebeosteotomy
hsmh: hecchsmhaer
smha: hecchsmhaer
mhae: hecchsmhaer
ecct: hecctkaerre
cctk: hecctkaerre
ctka: hecctkaerre
tkae: hecctkaerre
kaer: hecctkaerre
ctow: hectowatt
edyc: hedychium
edyp: hedyphane
edys: hedysarum
eiau: heiau
ydeg: heydeguy
eydu: heyduck
yduc: heyduck
ferh: heiferhood
heyg: heygh
heii: heii
ltsu: heiltsuk
eimd: heimdal
mdal: heimdal
eynn: heynne
einz: heinz
heyp: heypen
eype: heypen
irsk: heirskip
kteu: hekteus
ktom: hektometer
helg: helge
liaz: heliazophyte
ysum: helichrysum
lelt: hellelt
metf: helmetflower
metp: helmetpod
tpod: helmetpod
elmh: helmholtzian
lmho: helmholtzian
elml: helmless
lply: helply
lpso: helpsome
gkit: helsingkite
helz: helzel
lzel: helzel
emaf: hemafibrite
iazy: hemiazygous
cliu: hemicyclium
mihd: hemihdry
mipp: hemippe
moal: hemoalkalimeter
emoe: hemoerythrin
empb: hempbush
mpbu: hempbush
iady: hendiadys
ebiq: hennebique
hepb: hepburn
epbu: hepburn
eppl: hepplewhite
edrd: heptahedrdra
rbba: herbbane
erbm: herbman
rbma: herbman
bwif: herbwife
rbwo: herbwoman
edof: heredofamilial
zeld: herezeld
nioe: hernioenterotomy
oicl: heroicly
roif: heroify
oify: heroify
pesv: herpesvirus
svir: herpesvirus
polh: herpolhode
lhod: herpolhode
herq: herquein
errg: herrgrdsost
rgrd: herrgrdsost
grds: herrgrdsost
dsos: herrgrdsost
errn: herrnhuter
rrnh: herrnhuter
rsir: hersir
rzeg: herzegovinian
zego: herzegovinian
oaux: heteroauxin
heua: heuau
euau: heuau
heuk: heuk
heuv: heuvel
wgag: hewgag
xaba: hexabasic
xacy: hexacyclic
osih: hexacosihedroid
xadd: hexadd
xads: hexads
xafl: hexafluoride
xafo: hexafoil
xagl: hexaglot
xapa: hexapartite
xapt: hexapterous
xasc: hexascha
xasu: hexasulphide
xath: hexathlon
exax: hexaxon
xaxo: hexaxon
hexd: hexdra
exdr: hexdra
xdra: hexdra
xenb: hexenbesen
xylr: hexylresorcinol
ylre: hexylresorcinol
exyn: hexyne
xoes: hexoestrol
exoi: hexoic
xoic: hexoic
exoy: hexoylene
xoyl: hexoylene
exok: hexokinase
xoki: hexokinase
hexp: hexpartite
xsub: hexsub
heze: hezekiah
hgrn: hgrnotine
grno: hgrnotine
hgwy: hgwy
hyad: hyades
hyah: hyahya
yahy: hyahya
ahya: hyahya
kume: hyakume
hiaw: hiawatha
iawa: hiawatha
bodu: hybodus
ybos: hybosis
ydag: hydage
dath: hydathode
dnoi: hydnoid
ydnu: hydnum
ctya: hydrodictyaceae
ydeh: hydroxydehydrocorticosterone
ytry: hydroxytryptamine
oxyz: hydroxyzine
xyzi: hydroxyzine
hiei: hieing
ielm: hielmite
ofal: hierofalco
higd: higdon
ygeo: hygeology
ehag: higglehaggle
ghbu: highbush
hlif: highlife
hliv: highliving
hlow: highlow
ighp: highpockets
hpoc: highpockets
htob: hightoby
htop: hightop
ighv: highveld
ghve: highveld
hiji: hijinks
hijr: hijra
ijra: hijra
hyke: hyke
hiku: hikuli
ldeg: hildegarde
iumn: hymeniumnia
mnle: hymnless
mnli: hymnlike
ymns: hymns
ymnw: hymnwise
ndde: hinddeck
ddec: hinddeck
dsad: hindsaddle
duiz: hinduize
insd: hinsdalite
nsda: hinsdalite
yobr: hyobranchial
ortd: hiortdahlite
rtda: hiortdahlite
tdah: hiortdahlite
ypax: hypaxial
rexo: hyperexophoria
rhep: hyperhepatia
rlep: hyperleptoprosopic
rlex: hyperlexis
rpno: hyperpnoea
pmol: hipmold
pnal: hypnale
pnob: hypnobate
pnoc: hypnocyst
ypnu: hypnum
pnum: hypnum
poae: hypoaeolian
oaeo: hypoaeolian
oalo: hypoalonemia
poam: hypoaminoacidemia
poan: hypoantimonate
poaz: hypoazoturia
ochd: hypochdria
poel: hypoeliminator
poeo: hypoeosinophilia
ypof: hypofunction
pofu: hypofunction
geug: hypogeugea
oeou: hypophloeous
posk: hyposkeletal
hecs: hypothecs
psob: hypsobathymetric
hypu: hypural
hyus: hyrachyus
hirn: hirneola
ofum: hirofumi
oyuk: hiroyuki
yrst: hyrst
irtc: hirtch
staz: hystazarin
idhs: hlidhskjalf
dhsk: hlidhskjalf
hlqn: hlqn
oagy: hoagy
aryh: hoaryheaded
oarn: hoarness
axee: hoaxee
oaxp: hoaxproof
axpr: hoaxproof
oazi: hoazin
bbyl: hobbyless
hoyh: hobbledehoyhood
dyge: hobbledygee
hobh: hobhouchin
hobs: hobs
hobt: hobthrush
obth: hobthrush
hocc: hocco
hhut: hochhuth
ktid: hocktide
hodf: hodful
gcho: hogchoker
gcot: hogcote
gfra: hogframe
hogp: hogpen
gtii: hogtiing
ogty: hogtying
gtyi: hogtying
tauf: hohenstaufen
hohn: hohn
ohok: hohokam
hoih: hoihere
oihe: hoihere
hoym: hoyman
hoju: hoju
okku: hokku
lcod: holcodont
holg: holgate
lyok: holyokeite
wfac: hollowfaced
olmb: holmberry
lmbe: holmberry
olmg: holmgang
lmga: holmgang
olms: holms
oloz: holozoic
holw: holw
mefe: homefelt
meyn: homeyness
meob: homeoblastic
meoz: homeozoic
oeoa: homoeoarchy
oeob: homoeoblastic
oeoi: homoeoid
oeok: homoeokinesis
oeoz: homoeozoic
homr: homrai
mrai: homrai
eycr: honeycreeper
ycup: honeycup
yfal: honeyfall
yfug: honeyfugle
eysw: honeysweet
nkyt: honkytonks
nolu: honolulu
honz: honzo
ofbo: hoofbound
ofpr: hoofprint
ofwo: hoofworm
ogaa: hoogaars
okch: hookcheck
oksm: hooksmith
oksw: hookswinging
okti: hooktip
ktip: hooktip
olih: hoolihan
liha: hoolihan
opsk: hoopskirt
otay: hootay
opbu: hopbush
opof: hopoff
hopv: hopvine
pvin: hopvine
tiye: horatiye
rdeu: hordeum
zonl: horizonless
zonw: horizonward
rmep: hormephobia
rnge: horngeld
ornk: hornkeck
nkec: hornkeck
rnsl: hornslate
rnsm: hornsman
rnth: hornthumb
rreu: horreum
rsej: horsejockey
orsf: horsfordite
rsfo: horsfordite
rsyi: horsyism
horv: horvatian
hkis: hotchkiss
telk: hotelkeeper
telw: hotelward
hotk: hotkey
tkey: hotkey
hotz: hotzone
otzo: hotzone
ghsi: houghsinew
houh: houhere
uher: houhere
houy: houyhnhnm
ouyh: houyhnhnm
uyhn: houyhnhnm
yhnh: houyhnhnm
hnhn: houyhnhnm
nhnm: houyhnhnm
houm: houmous
dsba: houndsbane
dsbe: houndsberry
dsfo: houndsfoot
nsku: hounskull
sefr: housefront
useg: houseguest
ekep: housekept
sekk: housekkept
kkep: housekkept
seow: houseowner
wadj: howadji
wbei: howbeit
owea: howea
owev: however
wffs: howffs
owfs: howfs
wsoe: howsoever
wsou: howsour
hrdw: hrdwre
rdwr: hrdwre
imfa: hrimfaxi
mfax: hrimfaxi
hrzn: hrzn
hsie: hsien
hsua: hsuan
huaj: huajillo
huam: huamuchil
ntaj: huantajayite
ajay: huantajayite
jayi: huantajayite
bbob: hubbob
hubn: hubnerite
hucc: huccatoon
kmuc: huckmuck
uddr: huddroun
uddu: huddup
ddup: huddup
huef: hueful
huey: huey
huem: huemul
ffak: huffaker
fcap: huffcap
ghoc: hughoc
hugy: hugy
hugm: hugmatee
ugoe: hugoesque
huia: huia
uyge: huygenian
uygh: huyghenian
yghe: huyghenian
hukb: hukbalahap
huke: huke
huly: huly
dtil: humboldtilite
dtin: humboldtine
mbuz: humbuzz
mdud: humdudgeon
humh: humhum
umhu: humhum
mhum: humhum
mmum: hummum
umuh: humuhumunukunukuapuaa
muhu: humuhumunukunukuapuaa
uhum: humuhumunukunukuapuaa
munu: humuhumunukunukuapuaa
unuk: humuhumunukunukuapuaa
ukun: humuhumunukunukuapuaa
kunu: humuhumunukunukuapuaa
ukua: humuhumunukunukuapuaa
kuap: humuhumunukunukuapuaa
puaa: humuhumunukunukuapuaa
edpe: hundredpenny
hunf: hunfysh
unfy: hunfysh
nfys: hunfysh
fysh: hunfysh
hunh: hunh
huny: hunyak
unkp: hunkpapa
nkpa: hunkpapa
eyha: hurleyhacket
urlw: hurlwind
husc: huscarl
haby: hushaby
shll: hushllsost
hlls: hushllsost
huso: huso
ssyd: hussydom
hutk: hutkeeper
hutr: hutre
tukh: hutukhtu
huur: huurder
uurd: huurder
huve: huvelyk
elyk: huvelyk
huxl: huxleian
uxle: huxleian
xlei: huxleian
huxt: huxter
uxte: huxter
huzo: huzoor
zoor: huzoor
huzv: huzvaresh
uzva: huzvaresh
zvar: huzvaresh
zahe: huzzahed
zahi: huzzahing
zzai: huzzaing
hwyl: hwyl
yacc: yacca
chtd: yachtdom
htdo: yachtdom
yagg: yagger
yagh: yaghourt
yagn: yagnob
yahv: yahveh
ahwe: yahweh
hweh: yahweh
jnav: yajnavalkya
lkya: yajnavalkya
ajno: yajnopavita
jnop: yajnopavita
opav: yajnopavita
katt: yakattalo
yalb: yalb
gtao: yangtao
ngtz: yangtze
gtze: yangtze
yaoo: yaoort
aoor: yaoort
yapl: yaply
yapm: yapman
yapn: yapness
yaqo: yaqona
aqon: yaqona
qona: yaqona
ardk: yardkeep
rdke: yardkeep
arnw: yarnwindle
yarp: yarpha
yasn: yasna
yatv: yatvyag
atvy: yatvyag
tvya: yatvyag
vyag: yatvyag
yaua: yauapery
auap: yauapery
avap: yavapai
vapa: yavapai
awey: yawey
yawy: yawy
yawi: yawing
wlsm: yawlsman
awnp: yawnproof
awnu: yawnups
wped: yawped
awps: yawps
yawr: yawroot
wshr: yawshrub
yaww: yawweed
yaxc: yaxche
yaza: yazata
zata: yazata
yazd: yazdegerdian
zdeg: yazdegerdian
byct: ibycter
ibup: ibuprofen
icbm: icbm
iceq: icequake
yici: ichthyician
yiza: ichthyization
yofo: ichthyoform
ytax: ichthytaxidermy
ycie: ycie
tedr: icositedra
idcu: idcue
dcue: idcue
eafu: ideaful
deef: ideefixe
demf: idemfactor
emfa: idemfactor
mfac: idemfactor
deok: ideokinetic
deoo: ideoogist
eoog: ideoogist
dgah: idgah
digb: idigbo
yeah: yeah
yeao: yeaoman
eaom: yeaoman
yedd: yedding
yeec: yeech
ieee: ieee
ggma: yeggman
yegu: yeguita
owam: yellowammer
wcak: yellowcake
owcu: yellowcup
owru: yellowrump
wrum: yellowrump
wtop: yellowtop
yelt: yelt
yelv: yelver
emsc: yemschik
yend: yender
ntni: yentnite
yeor: yeorling
yepl: yeply
yerc: yercum
yern: yern
ertc: yertchuk
yetz: yetzer
euky: yeuky
kien: yeukieness
yews: yews
ezdi: yezdi
yezi: yezidi
ezid: yezidi
yezz: yezzy
ugao: ifugao
igdy: igdyr
gdyr: igdyr
igdr: igdrasil
yggd: yggdrasil
ggdr: yggdrasil
glul: iglulirmiut
lirm: iglulirmiut
gnav: ignavia
eoaq: igneoaqueous
gnig: ignigenous
iguv: iguvine
guvi: iguvine
ihla: ihlat
ihle: ihleite
yhwh: yhwh
iias: iiasa
yiki: yikirgaulit
yild: yildun
yilt: yilt
yinc: yince
yips: yips
yirk: yirk
yirn: yirn
iiwi: iiwi
yizk: yizkor
izko: yizkor
zkor: yizkor
jith: ijithad
jmaa: ijmaa
ijus: ijussite
ylah: ylahayll
psiv: illapsive
llna: illnature
orut: ilmenorutile
lpir: ilpirra
mbau: imbauba
brex: imbrex
buem: imbuement
bues: imbues
ymca: ymca
imcn: imcnt
mcnt: imcnt
imdt: imdtly
mdtl: imdtly
dtly: imdtly
iatl: immediatly
ttye: immensittye
eccu: impeccunious
ccun: impeccunious
peya: impeyan
rdib: imperdible
pofo: impofo
ptui: impromptuist
ugnm: impugnment
impv: impv
rdge: inbardge
inbb: inbbred
nbbr: inbbred
inbd: inbd
incg: incgrporate
ncgr: incgrporate
cgrp: incgrporate
grpo: incgrporate
ciev: inconcievable
nctr: inctri
abuu: incunabuulum
buul: incunabuulum
uulu: incunabuulum
ebti: indebting
ebtm: indebtment
btme: indebtment
ndih: indihumin
dihu: indihumin
ndij: indijbiously
dijb: indijbiously
ijbi: indijbiously
jbio: indijbiously
usiu: indusium
enub: inenubilable
nexs: inexsuperable
rcts: infarcts
eijd: infeijdation
ijda: infeijdation
jdat: infeijdation
nalr: infernalry
fima: infima
fimu: infimum
uxab: influxable
viit: ingluviitis
ngnu: ingnue
gnue: ingnue
nguk: inguklimiut
gukl: inguklimiut
nyoi: inyoite
nkwr: inkwriter
nlak: inlake
inmp: inmprovidence
nmpr: inmprovidence
nern: innerness
innh: innholder
nnho: innholder
ninm: inninmorite
nisf: innisfail
putf: inputfile
tfil: inputfile
inqi: inqilab
nqil: inqilab
qila: inqilab
ctmo: insectmonger
stuv: insistuvree
tuvr: insistuvree
vree: insistuvree
ultm: insultment
ultp: insultproof
igiz: intelligize
deds: intendeds
ralv: interalveolar
stoh: intercostohumeral
rcox: intercoxal
renj: interenjoy
rieu: interieur
rlol: interloli
rlue: interluency
rppl: interppled
rppo: interppoliesh
rpup: interpupillary
rrex: interrex
rwed: interwed
terx: interxylary
erxy: interxylary
rxyl: interxylary
erzy: interzygapophysial
rzyg: interzygapophysial
rzoo: interzooecial
ntnl: intnl
raab: intraabdominal
aabd: intraabdominal
aduo: intraduodenal
aost: intraosteal
ofyi: introfying
rudr: intrudress
ntsv: intsv
lidc: invalidcy
idcy: invalidcy
invt: invt
ultv: invultvation
ltva: invultvation
tvat: invultvation
yobs: yobs
yocc: yocco
odhs: yodhs
odyr: iodyrite
dyri: iodyrite
yods: yods
oghs: yoghs
ohou: yohourt
yoyo: yoyo
yoju: yojuane
ojua: yojuane
kelr: yokelry
okoh: yokohama
yoks: yoks
okut: yokuts
kuts: yokuts
yomu: yomud
omud: yomud
yook: yook
yoop: yoop
yorl: yorlin
skeh: ioskeha
youf: youff
youl: youl
youv: youve
youz: youze
yowd: yowden
owlr: yowlring
wlri: yowlring
yows: yows
iowt: iowt
yowt: yowt
lnem: ipalnemohuani
emoh: ipalnemohuani
cacs: ipecacs
nhic: ipecacuanhic
moei: ipomoein
aqia: iraqian
aqis: iraqis
yrbk: yrbk
doav: iridoavulsion
oavu: iridoavulsion
rmex: iridomyrmex
isaa: isaac
saac: isaac
schc: ischchia
yodu: ischyodus
ioil: ischioiliac
isdn: isdn
seul: iseult
sfah: isfahan
isls: isls
ismd: ismdom
smdo: ismdom
snad: isnad
isnt: isnt
oabn: isoabnormal
soau: isoaurore
eims: isocheims
soem: isoemodin
rivs: isogrivs
sohu: isohume
soio: isoionone
ooct: isooctane
cnal: isopycnal
sovo: isovoluminal
ynik: ispraynik
ravn: ispravnik
avni: ispravnik
vaeo: istvaeones
itcz: itcze
tcze: itcze
itll: itll
toub: itoubou
tzeb: itzebu
yuap: yuapin
iuds: iuds
yuec: yuechi
yuft: yuft
yuit: yuit
ukag: yukaghir
kagh: yukaghir
yuke: yuke
kkel: yukkel
yuko: yukon
yuks: yuks
iulu: iulus
yunk: yunker
yunn: yunnanese
yupp: yuppie
ujur: yurujure
yusd: yusdrum
usdr: yusdrum
yust: yustaga
yutu: yutu
iuus: iuus
uzlu: yuzluk
zluk: yuzluk
ivyf: ivyflower
vyfl: ivyflower
ivyl: ivylike
vyli: ivylike
yvon: yvonne
vray: ivray
ywca: ywca
iwfl: iwflower
iwou: iwound
wurc: iwurche
xiac: ixiaceae
ixor: ixora
izaf: izafat
zafa: izafat
izch: izchak
zcha: izchak
izdu: izdubar
zdub: izdubar
iztl: iztle
ztle: iztle
izum: izumi
zumi: izumi
izvo: izvozchik
zvoz: izvozchik
vozc: izvozchik
ozch: izvozchik
zchi: izvozchik
jaal: jaalin
jaap: jaap
jabs: jabs
jach: jacht
krod: jackrod
ktan: jacktan
coby: jacoby
uemi: jacqueminot
jady: jady
aggs: jaggs
jaha: jahannan
jaya: jayant
jaye: jayesh
aild: jaildom
jaim: jaime
jaip: jaipuri
jajm: jajman
ajma: jajman
jman: jajman
jakf: jakfruit
jaku: jakun
jalk: jalkar
jall: jalloped
jalp: jalpaite
jalu: jalur
mbiy: jambiya
jaml: jamlike
jamo: jamoke
jamr: jamrosade
jamt: jamtland
amtl: jamtland
mtla: jamtland
jamw: jamwood
ghey: janghey
jaob: jaob
apyx: japyx
jarh: jarhead
jarm: jarmo
jarn: jarnut
jarp: jarp
arsf: jarsful
rsfu: jarsful
jasy: jasy
jaso: jason
jasz: jasz
jath: jatha
jatk: jatki
jatn: jatni
jatu: jatulian
jaud: jaudie
wbat: jawbation
jawc: jawcrusher
wcru: jawcrusher
awfe: jawfeet
jawh: jawhole
jawy: jawy
jawn: jawn
jawp: jawp
jawr: jawrope
jawt: jawtwister
awtw: jawtwister
wtwi: jawtwister
zbow: jazzbow
zzme: jazzmen
zmen: jazzmen
jctn: jctn
jeam: jeames
jear: jear
jeba: jebat
jedb: jedburgh
jedc: jedcock
jeed: jeed
jeei: jeeing
lije: jeewhillijers
jeez: jeez
ehup: jehup
jeky: jekyll
ekyl: jekyll
kyll: jekyll
jelo: jelotong
jels: jelske
lske: jelske
jeme: jemez
jens: jenson
jeof: jeofail
jeon: jeon
emej: jeremejevite
meje: jeremejevite
ejev: jeremejevite
jevi: jeremejevite
jerf: jerfalcon
erkw: jerkwater
jerl: jerl
seya: jerseyan
jert: jert
jeru: jerusalem
jesp: jesper
suat: jesuate
jetw: jetware
jeux: jeux
jewd: jewdom
jewh: jewhood
jewy: jewy
jewr: jewry
jezi: jeziah
ziah: jeziah
jezr: jezreelite
ezre: jezreelite
zree: jezreelite
jger: jger
jhee: jheel
jhoo: jhool
jhow: jhow
jhur: jhuria
jhvh: jhvh
nyun: jianyun
jiao: jiao
jibh: jibhead
ibhe: jibhead
ibma: jibman
ibme: jibmen
iboa: jiboa
iboy: jiboya
jigl: jiglike
jigo: jigote
jiku: jikungu
jimc: jimcrack
igak: jimigaki
gaki: jimigaki
imju: jimjums
jums: jimjums
jymo: jymold
jina: jina
gbai: jingbai
glej: jinglejangle
nniy: jinniyeh
niye: jinniyeh
jynx: jynx
jipp: jipper
jiqu: jiqui
jirb: jirble
jirk: jirkinet
jish: jisheng
jiss: jissom
jiti: jiti
jitr: jitro
jixi: jixie
zyah: jizyah
jizz: jizzen
nayo: jnanayoga
driy: jnanendriya
joaq: joaquinite
jobe: jobe
obme: jobmen
jobo: jobo
ktel: jockteleg
joct: jocteleg
delr: jodelr
jodo: jodo
joeb: joebush
joel: joel
joew: joewood
jogj: jogjakarta
gjak: jogjakarta
jogs: jogs
nnyd: johnnydom
nydo: johnnydom
hnsm: johnsmas
joie: joie
yhop: joyhop
oypr: joyproof
joyw: joyweed
oywe: joyweed
joky: joky
jokt: joktaleg
joku: jokul
jomo: jomon
jond: jondla
jool: joola
joom: joom
joph: jophiel
jorr: jorram
oshu: joshua
josk: joskin
jotn: jotnian
jots: jots
unnh: jotunnheim
ougs: jougs
ypaw: joukerypawkery
eyca: journeycake
jova: jova
jovy: jovy
jowi: jowing
wlop: jowlop
jowp: jowpy
owpy: jowpy
jowt: jowter
jozy: jozy
juam: juamave
jubu: jubus
juch: juchart
judc: judcock
udco: judcock
udgs: judgship
dgsh: judgship
judy: judy
juec: jueces
juer: juergen
juff: juffer
ugsf: jugsful
juha: juha
juya: juyas
ulyf: julyflower
julu: julus
jumf: jumfru
umfr: jumfru
jumi: jumillite
jumm: jumma
egym: junglegym
nkde: junkdealer
jupi: jupiter
urev: jurevis
uryr: juryrigged
ryri: juryrigged
uslt: juslted
slte: juslted
ieua: jussieuan
jutk: jutka
utka: jutka
jutu: juturna
juwi: juwise
uwis: juwise
tapy: juxtapyloric
xtas: juxtaspinal
juza: juza
